,origin,hs07,year,export_val
590,aia,Wood & Wood Products,2008,13978.380000000001
591,aia,Wood & Wood Products,2009,2941860.46
592,aia,Wood & Wood Products,2010,23612.89
593,aia,Wood & Wood Products,2011,128166.09
594,aia,Wood & Wood Products,2012,160978.76
595,aia,Wood & Wood Products,2013,49585.79
596,aia,Wood & Wood Products,2014,7353.95
597,aia,Wood & Wood Products,2015,144337.53
598,aia,Wood & Wood Products,2016,121472.31
599,aia,Wood & Wood Products,2017,94480.11
600,alb,Animal & Animal Products,2008,19424291.710000005
601,alb,Animal & Animal Products,2009,55498638.31
602,alb,Animal & Animal Products,2010,26828855.790000003
603,alb,Animal & Animal Products,2011,24067609.279999997
604,alb,Animal & Animal Products,2012,32299560.83
605,alb,Animal & Animal Products,2013,22685486.76
606,alb,Animal & Animal Products,2014,17878772.25
607,alb,Animal & Animal Products,2015,27798063.160000008
608,alb,Animal & Animal Products,2016,35133654.599999994
609,alb,Animal & Animal Products,2017,39380074.120000005
610,alb,Chemicals & Allied Industries,2008,7725255.37
611,alb,Chemicals & Allied Industries,2009,237945664.73000005
612,alb,Chemicals & Allied Industries,2010,11128799.74
613,alb,Chemicals & Allied Industries,2011,26123592.119999997
614,alb,Chemicals & Allied Industries,2012,40681872.77000001
615,alb,Chemicals & Allied Industries,2013,24397223.5
616,alb,Chemicals & Allied Industries,2014,28829272.929999996
617,alb,Chemicals & Allied Industries,2015,23393334.069999997
618,alb,Chemicals & Allied Industries,2016,27083796.240000002
619,alb,Chemicals & Allied Industries,2017,25061792.689999998
620,alb,Foodstuffs,2008,27301639.25
621,alb,Foodstuffs,2009,93441162.62
622,alb,Foodstuffs,2010,35464408.93000001
623,alb,Foodstuffs,2011,36005649.64
624,alb,Foodstuffs,2012,51974357.77000001
625,alb,Foodstuffs,2013,69756513.83
626,alb,Foodstuffs,2014,59777562.76000002
627,alb,Foodstuffs,2015,66028693.52000001
628,alb,Foodstuffs,2016,77612817.66999999
629,alb,Foodstuffs,2017,77252460.08000003
630,alb,Footwear / Headgear,2008,199701623.0
631,alb,Footwear / Headgear,2009,220819114.12
632,alb,Footwear / Headgear,2010,277553280.75999993
633,alb,Footwear / Headgear,2011,377785315.44
634,alb,Footwear / Headgear,2012,323594462.97999996
635,alb,Footwear / Headgear,2013,387065370.8
636,alb,Footwear / Headgear,2014,461324544.7300001
637,alb,Footwear / Headgear,2015,403928695.46
638,alb,Footwear / Headgear,2016,507947427.24
639,alb,Footwear / Headgear,2017,581385457.7199999
640,alb,Machinery / Electrical,2008,56284316.839999996
641,alb,Machinery / Electrical,2009,771331508.9499998
642,alb,Machinery / Electrical,2010,107367744.67999998
643,alb,Machinery / Electrical,2011,94332815.43
644,alb,Machinery / Electrical,2012,88697637.19000001
645,alb,Machinery / Electrical,2013,96517585.91
646,alb,Machinery / Electrical,2014,69767183.24999999
647,alb,Machinery / Electrical,2015,83830704.96
648,alb,Machinery / Electrical,2016,87880967.91
649,alb,Machinery / Electrical,2017,111581578.54999998
650,alb,Metals,2008,199879780.01999998
651,alb,Metals,2009,577953638.29
652,alb,Metals,2010,287590346.22
653,alb,Metals,2011,368936300.1300002
654,alb,Metals,2012,334242640.48
655,alb,Metals,2013,289760840.91
656,alb,Metals,2014,276102612.20000005
657,alb,Metals,2015,243312132.26
658,alb,Metals,2016,216724818.77000007
659,alb,Metals,2017,316701854.78000015
660,alb,Mineral Products,2008,272756079.7699999
661,alb,Mineral Products,2009,238793521.87
662,alb,Mineral Products,2010,416755624.08
663,alb,Mineral Products,2011,557315232.98
664,alb,Mineral Products,2012,637604546.09
665,alb,Mineral Products,2013,1046840441.78
666,alb,Mineral Products,2014,691442370.64
667,alb,Mineral Products,2015,534361001.87000006
668,alb,Mineral Products,2016,518493953.29
669,alb,Mineral Products,2017,409568661.91000015
670,alb,Miscellaneous,2008,23784384.32
671,alb,Miscellaneous,2009,69053441.86
672,alb,Miscellaneous,2010,28428682.020000007
673,alb,Miscellaneous,2011,31348864.200000003
674,alb,Miscellaneous,2012,32350962.85000001
675,alb,Miscellaneous,2013,39669306.94
676,alb,Miscellaneous,2014,32036222.330000002
677,alb,Miscellaneous,2015,32349696.71
678,alb,Miscellaneous,2016,41807836.74
679,alb,Miscellaneous,2017,45666946.41
680,alb,Plastics / Rubbers,2008,13307171.650000002
681,alb,Plastics / Rubbers,2009,238880807.78
682,alb,Plastics / Rubbers,2010,15029069.39
683,alb,Plastics / Rubbers,2011,17123824.67
684,alb,Plastics / Rubbers,2012,13721994.58
685,alb,Plastics / Rubbers,2013,17260166.459999997
686,alb,Plastics / Rubbers,2014,17941264.65
687,alb,Plastics / Rubbers,2015,14272227.29
688,alb,Plastics / Rubbers,2016,17179212.8
689,alb,Plastics / Rubbers,2017,21139720.85
690,alb,"Raw Hides, Skins, Leather, & Furs",2008,21636273.75
691,alb,"Raw Hides, Skins, Leather, & Furs",2009,18714401.45
692,alb,"Raw Hides, Skins, Leather, & Furs",2010,27299579.240000002
693,alb,"Raw Hides, Skins, Leather, & Furs",2011,32591146.01
694,alb,"Raw Hides, Skins, Leather, & Furs",2012,26269072.55
695,alb,"Raw Hides, Skins, Leather, & Furs",2013,33373429.209999997
696,alb,"Raw Hides, Skins, Leather, & Furs",2014,30231997.16
697,alb,"Raw Hides, Skins, Leather, & Furs",2015,24660343.44
698,alb,"Raw Hides, Skins, Leather, & Furs",2016,25571544.520000003
699,alb,"Raw Hides, Skins, Leather, & Furs",2017,25335037.79
700,alb,Stone / Glass,2008,16412892.489999998
701,alb,Stone / Glass,2009,46173945.12000001
702,alb,Stone / Glass,2010,16362940.77
703,alb,Stone / Glass,2011,17421288.180000003
704,alb,Stone / Glass,2012,15034685.4
705,alb,Stone / Glass,2013,18428994.88
706,alb,Stone / Glass,2014,17538381.99
707,alb,Stone / Glass,2015,15654402.629999997
708,alb,Stone / Glass,2016,22622812.63
709,alb,Stone / Glass,2017,24660047.100000005
710,alb,Textiles,2008,227422148.5
711,alb,Textiles,2009,404390845.02999985
712,alb,Textiles,2010,343830463.52
713,alb,Textiles,2011,334167589.26999986
714,alb,Textiles,2012,350743253.2199999
715,alb,Textiles,2013,406996273.01000005
716,alb,Textiles,2014,417388901.9199999
717,alb,Textiles,2015,374416489.27000016
718,alb,Textiles,2016,468144372.7500001
719,alb,Textiles,2017,521298356.21999997
720,alb,Transportation,2008,5779792.100000001
721,alb,Transportation,2009,512758783.9800001
722,alb,Transportation,2010,12036510.61
723,alb,Transportation,2011,31080813.45
724,alb,Transportation,2012,21192497.960000005
725,alb,Transportation,2013,25611546.900000002
726,alb,Transportation,2014,28375889.18
727,alb,Transportation,2015,33181707.839999996
728,alb,Transportation,2016,38148121.7
729,alb,Transportation,2017,35042693.17
730,alb,Vegetable Products,2008,34591317.38999999
731,alb,Vegetable Products,2009,144285776.17000005
732,alb,Vegetable Products,2010,40792281.59000001
733,alb,Vegetable Products,2011,53751326.32
734,alb,Vegetable Products,2012,55450511.08
735,alb,Vegetable Products,2013,73183543.01999997
736,alb,Vegetable Products,2014,89469831.43
737,alb,Vegetable Products,2015,82380747.67999998
738,alb,Vegetable Products,2016,99678739.08
739,alb,Vegetable Products,2017,107745937.91999999
740,alb,Wood & Wood Products,2008,45608753.1
741,alb,Wood & Wood Products,2009,79216226.86
742,alb,Wood & Wood Products,2010,48774925.86000001
743,alb,Wood & Wood Products,2011,51945048.31
744,alb,Wood & Wood Products,2012,63742971.34999999
745,alb,Wood & Wood Products,2013,89738689.67
746,alb,Wood & Wood Products,2014,89627501.04
747,alb,Wood & Wood Products,2015,70231710.69000001
748,alb,Wood & Wood Products,2016,64156558.220000006
749,alb,Wood & Wood Products,2017,67785966.12
750,and,Animal & Animal Products,2008,939992.5099999999
751,and,Animal & Animal Products,2009,21144765.99
752,and,Animal & Animal Products,2010,23119874.850000005
753,and,Animal & Animal Products,2011,104590072.51
754,and,Animal & Animal Products,2012,31842792.16
755,and,Animal & Animal Products,2013,438484.69
756,and,Animal & Animal Products,2014,415992.39
757,and,Animal & Animal Products,2015,306210.94000000006
758,and,Animal & Animal Products,2016,91022.01999999999
759,and,Animal & Animal Products,2017,132969.85
760,and,Chemicals & Allied Industries,2008,4835898.949999999
761,and,Chemicals & Allied Industries,2009,7481466.5200000005
762,and,Chemicals & Allied Industries,2010,9656001.860000001
763,and,Chemicals & Allied Industries,2011,21587031.49
764,and,Chemicals & Allied Industries,2012,6496366.779999999
765,and,Chemicals & Allied Industries,2013,2018197.48
766,and,Chemicals & Allied Industries,2014,1660278.8999999997
767,and,Chemicals & Allied Industries,2015,4732261.24
768,and,Chemicals & Allied Industries,2016,5147977.68
769,and,Chemicals & Allied Industries,2017,12691801.120000001
770,and,Foodstuffs,2008,20460683.839999996
771,and,Foodstuffs,2009,19006280.94
772,and,Foodstuffs,2010,17609722.240000006
773,and,Foodstuffs,2011,186490123.22
774,and,Foodstuffs,2012,36486900.66
775,and,Foodstuffs,2013,838075.79
776,and,Foodstuffs,2014,1026844.56
777,and,Foodstuffs,2015,651100.81
778,and,Foodstuffs,2016,356538.28
779,and,Foodstuffs,2017,290164.22
780,and,Footwear / Headgear,2008,683917.0
781,and,Footwear / Headgear,2009,872174.9
782,and,Footwear / Headgear,2010,1092269.0
783,and,Footwear / Headgear,2011,816651.0
784,and,Footwear / Headgear,2012,203720.7
785,and,Footwear / Headgear,2013,3003478.63
786,and,Footwear / Headgear,2014,1725120.88
787,and,Footwear / Headgear,2015,326495.0
788,and,Footwear / Headgear,2016,170318.0
789,and,Footwear / Headgear,2017,119312.0
790,and,Machinery / Electrical,2008,33326819.630000003
791,and,Machinery / Electrical,2009,41762927.62
792,and,Machinery / Electrical,2010,33928993.63
793,and,Machinery / Electrical,2011,39513360.02
794,and,Machinery / Electrical,2012,90552433.08999999
795,and,Machinery / Electrical,2013,33282783.97
796,and,Machinery / Electrical,2014,27769750.289999995
797,and,Machinery / Electrical,2015,22143634.43
798,and,Machinery / Electrical,2016,27635909.42
799,and,Machinery / Electrical,2017,28945314.83
800,and,Metals,2008,10495740.159999998
801,and,Metals,2009,17579328.52
802,and,Metals,2010,12940187.570000002
803,and,Metals,2011,10103156.14
804,and,Metals,2012,11862612.309999997
805,and,Metals,2013,4873136.449999999
806,and,Metals,2014,5236583.9799999995
807,and,Metals,2015,1079447.6199999999
808,and,Metals,2016,2759927.95
809,and,Metals,2017,3805782.14
810,and,Mineral Products,2008,1847997.0799999998
811,and,Mineral Products,2009,4115031.72
812,and,Mineral Products,2010,13719577.67
813,and,Mineral Products,2011,1234449.69
814,and,Mineral Products,2012,24705596.47
815,and,Mineral Products,2013,202806720.31000003
816,and,Mineral Products,2014,295088458.78
817,and,Mineral Products,2015,4631778.609999999
818,and,Mineral Products,2016,12604257.500000002
819,and,Mineral Products,2017,21349895.290000003
820,and,Miscellaneous,2008,19089791.09
821,and,Miscellaneous,2009,10827936.21
822,and,Miscellaneous,2010,6717397.62
823,and,Miscellaneous,2011,7789766.33
824,and,Miscellaneous,2012,12544091.71
825,and,Miscellaneous,2013,16510490.139999999
826,and,Miscellaneous,2014,19887070.53
827,and,Miscellaneous,2015,10365814.329999998
828,and,Miscellaneous,2016,12288503.76
829,and,Miscellaneous,2017,12801566.309999999
830,and,Plastics / Rubbers,2008,1426256.98
831,and,Plastics / Rubbers,2009,1898099.21
832,and,Plastics / Rubbers,2010,3586328.9599999995
833,and,Plastics / Rubbers,2011,3578353.29
834,and,Plastics / Rubbers,2012,3019872.1699999995
835,and,Plastics / Rubbers,2013,1957662.8600000003
836,and,Plastics / Rubbers,2014,2033203.8099999998
837,and,Plastics / Rubbers,2015,1282517.1800000002
838,and,Plastics / Rubbers,2016,1130182.65
839,and,Plastics / Rubbers,2017,3311042.24
840,and,"Raw Hides, Skins, Leather, & Furs",2008,430997.37
841,and,"Raw Hides, Skins, Leather, & Furs",2009,253122.91
842,and,"Raw Hides, Skins, Leather, & Furs",2010,974007.58
843,and,"Raw Hides, Skins, Leather, & Furs",2011,239937.4
844,and,"Raw Hides, Skins, Leather, & Furs",2012,260375.38
845,and,"Raw Hides, Skins, Leather, & Furs",2013,750418.73
846,and,"Raw Hides, Skins, Leather, & Furs",2014,540639.45
847,and,"Raw Hides, Skins, Leather, & Furs",2015,131511.0
848,and,"Raw Hides, Skins, Leather, & Furs",2016,186622.0
849,and,"Raw Hides, Skins, Leather, & Furs",2017,184174.0
850,and,Stone / Glass,2008,1734280.9900000002
851,and,Stone / Glass,2009,1972735.06
852,and,Stone / Glass,2010,7094256.78
853,and,Stone / Glass,2011,9225286.92
854,and,Stone / Glass,2012,5267306.2
855,and,Stone / Glass,2013,10618727.110000001
856,and,Stone / Glass,2014,4357135.22
857,and,Stone / Glass,2015,3695074.7
858,and,Stone / Glass,2016,21383991.52
859,and,Stone / Glass,2017,6788414.57
860,and,Textiles,2008,6825741.33
861,and,Textiles,2009,6780683.16
862,and,Textiles,2010,9463472.379999999
863,and,Textiles,2011,6931839.859999999
864,and,Textiles,2012,3296962.97
865,and,Textiles,2013,5571099.010000001
866,and,Textiles,2014,6330256.38
867,and,Textiles,2015,2047720.3800000001
868,and,Textiles,2016,2556605.33
869,and,Textiles,2017,2798740.06
870,and,Transportation,2008,9644169.44
871,and,Transportation,2009,19184182.66
872,and,Transportation,2010,12104871.53
873,and,Transportation,2011,5569128.9
874,and,Transportation,2012,12328005.38
875,and,Transportation,2013,11698083.599999998
876,and,Transportation,2014,10944581.070000002
877,and,Transportation,2015,4056839.79
878,and,Transportation,2016,7316261.97
879,and,Transportation,2017,11180459.35
880,and,Vegetable Products,2008,550557.53
881,and,Vegetable Products,2009,3172546.75
882,and,Vegetable Products,2010,74905632.56000002
883,and,Vegetable Products,2011,4930288.510000001
884,and,Vegetable Products,2012,2734280.56
885,and,Vegetable Products,2013,1122009.4100000001
886,and,Vegetable Products,2014,849532.3
887,and,Vegetable Products,2015,277678.09
888,and,Vegetable Products,2016,1974195.96
889,and,Vegetable Products,2017,205696.98
890,and,Wood & Wood Products,2008,6837439.230000001
891,and,Wood & Wood Products,2009,3372221.1399999997
892,and,Wood & Wood Products,2010,3132905.34
893,and,Wood & Wood Products,2011,4416992.59
894,and,Wood & Wood Products,2012,3398171.2199999997
895,and,Wood & Wood Products,2013,7158070.35
896,and,Wood & Wood Products,2014,2611461.47
897,and,Wood & Wood Products,2015,1739677.8900000001
898,and,Wood & Wood Products,2016,1818405.92
899,and,Wood & Wood Products,2017,2944295.64
900,ant,Animal & Animal Products,2008,25178566.489999995
901,ant,Animal & Animal Products,2009,38734834.599999994
902,ant,Animal & Animal Products,2010,34459754.769999996
903,ant,Chemicals & Allied Industries,2008,41569895.309999995
904,ant,Chemicals & Allied Industries,2009,26584887.360000003
905,ant,Chemicals & Allied Industries,2010,35193262.13000001
906,ant,Foodstuffs,2008,26534827.75
907,ant,Foodstuffs,2009,27946748.000000007
908,ant,Foodstuffs,2010,24534367.84
909,ant,Footwear / Headgear,2008,1169011.0
910,ant,Footwear / Headgear,2009,2722694.0
911,ant,Footwear / Headgear,2010,2077193.0
912,ant,Machinery / Electrical,2008,16581021.79
913,ant,Machinery / Electrical,2009,23636915.95
914,ant,Machinery / Electrical,2010,20692973.83
915,ant,Metals,2008,20562257.74
916,ant,Metals,2009,6318358.67
917,ant,Metals,2010,10458121.129999999
918,ant,Mineral Products,2008,2116821137.07
919,ant,Mineral Products,2009,1854366791.2300003
920,ant,Mineral Products,2010,2141804596.4499998
921,ant,Miscellaneous,2008,8771597.719999999
922,ant,Miscellaneous,2009,7493070.81
923,ant,Miscellaneous,2010,13440741.06
924,ant,Plastics / Rubbers,2008,2842928.44
925,ant,Plastics / Rubbers,2009,3322159.16
926,ant,Plastics / Rubbers,2010,5079982.54
927,ant,"Raw Hides, Skins, Leather, & Furs",2008,121279.51
928,ant,"Raw Hides, Skins, Leather, & Furs",2009,608944.0
929,ant,"Raw Hides, Skins, Leather, & Furs",2010,682791.0
930,ant,Stone / Glass,2008,186814716.65
931,ant,Stone / Glass,2009,127137774.14
932,ant,Stone / Glass,2010,145764854.18
933,ant,Textiles,2008,3840150.92
934,ant,Textiles,2009,11077084.43
935,ant,Textiles,2010,11228969.84
936,ant,Transportation,2008,45966214.68
937,ant,Transportation,2009,34372005.28
938,ant,Transportation,2010,9452189.34
939,ant,Vegetable Products,2008,2583725.4799999995
940,ant,Vegetable Products,2009,2176131.4899999998
941,ant,Vegetable Products,2010,7829855.13
942,ant,Wood & Wood Products,2008,1445520.0499999998
943,ant,Wood & Wood Products,2009,2285973.66
944,ant,Wood & Wood Products,2010,3954224.25
945,are,Animal & Animal Products,2008,357903181.83
946,are,Animal & Animal Products,2009,332327362.4999999
947,are,Animal & Animal Products,2010,463397366.5499999
948,are,Animal & Animal Products,2011,904291955.3400002
949,are,Animal & Animal Products,2012,654993850.2499999
950,are,Animal & Animal Products,2013,910666883.42
951,are,Animal & Animal Products,2014,613958321.5300001
952,are,Animal & Animal Products,2015,1008789110.1499999
953,are,Animal & Animal Products,2016,1315630742.63
954,are,Animal & Animal Products,2017,764172803.9899999
955,are,Chemicals & Allied Industries,2008,2364080682.459999
956,are,Chemicals & Allied Industries,2009,1190440093.69
957,are,Chemicals & Allied Industries,2010,1959638410.5200002
958,are,Chemicals & Allied Industries,2011,3444916643.4100003
959,are,Chemicals & Allied Industries,2012,3062436312.5099993
960,are,Chemicals & Allied Industries,2013,4149747512.5700006
961,are,Chemicals & Allied Industries,2014,3856078370.9299994
962,are,Chemicals & Allied Industries,2015,4443446374.23
963,are,Chemicals & Allied Industries,2016,4927459181.080003
964,are,Chemicals & Allied Industries,2017,3576617880.329998
965,are,Foodstuffs,2008,1793460084.2299998
966,are,Foodstuffs,2009,715415842.8299999
967,are,Foodstuffs,2010,1134744583.0800004
968,are,Foodstuffs,2011,2106403437.780001
969,are,Foodstuffs,2012,1646792478.2299998
970,are,Foodstuffs,2013,2417818993.930001
971,are,Foodstuffs,2014,1753010814.68
972,are,Foodstuffs,2015,2636541677.4700003
973,are,Foodstuffs,2016,4761740767.300001
